"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",67,59,126,"Pr ","   x",-60260.0,200.0,8183.0,2.0,"B+",10560.0,200.0,125.93531,210.0,"3.14 s","ge 4",-7.37,9.539,10.561,1.8550839999999997
" ",66,60,126,"Nd ","   x",-52890.0,400.0,8119.0,3.0,"B+",7370.0,450.0,125.94322,430.0,"None","None",-13.32,6.348,7.37,2.5250839999999997
" ",65,61,126,"Pm ","   x",-39570.0,500.0,8007.0,4.0,"B+",13320.0,640.0,125.95752,540.0,"None","None",0.0,12.298,13.32,2.8950839999999998
"0",80,47,127,"Ag ","   x",-58900.0,300.0,8246.0,2.0,"B-",9620.0,310.0,126.93677,320.0,"109 ms","",9.62,0.0,0.0,0.0
" ",79,48,127,"Cd ","   +",-68520.0,70.0,8315.1,0.6,"B-",8470.0,60.0,126.92644,80.0,"0.43 s","(3/2+)",8.47,-10.642,-9.62,-10.334916000000002
" ",78,49,127,"In ","   +",-76990.0,40.0,8375.6,0.3,"B-",6510.0,30.0,126.91735,40.0,"1.09 s","(9/2+)",6.509,-9.492,-8.47,-9.454916
" ",77,50,127,"Sn ","   +",-83499.0,25.0,8420.78,0.19,"B-",3201.0,24.0,126.91036,26.0,"2.10 h","(11/2-)",3.201,-7.531,-6.509,-8.613916000000001
" ",76,51,127,"Sb ","   +",-86700.0,5.0,8439.82,0.04,"B-",1581.0,5.0,126.906924,6.0,"3.85 d","7/2+",1.5811000000000057,-4.223,-3.201,-5.6989160000000005
" ",75,52,127,"Te ","    ",-88281.1,1.5,8446.113,0.012,"B-",702.0,3.0,126.9052263,1.6,"109 d","11/2-",0.7018999999999942,-2.6031000000000057,-1.5811000000000057,-2.885516000000006
" ",74,53,127,"I  ","    ",-88983.0,4.0,8445.481,0.028,"  ","*","*",126.904473,4.0,"stable","5/2+",-0.662,-1.7238999999999942,-0.7018999999999942,-2.1838159999999944
" ",73,54,127,"Xe ","    ",-88321.0,4.0,8434.11,0.03,"B+",662.3,2.0,126.905184,4.0,"36.4 d","1/2+",-2.081,-0.36,0.662,-1.574016000000006
" ",72,55,127,"Cs ","    ",-86240.0,6.0,8411.56,0.04,"B+",2081.0,6.0,126.907418,6.0,"6.25 h","1/2+",-3.424,1.059,2.081,-0.7219160000000001
" ",71,56,127,"Ba ","   x",-82816.0,11.0,8378.44,0.09,"B+",3424.0,13.0,126.911094,12.0,"12.7 m","1/2+",-4.92,2.402,3.424,0.008083999999999833
" ",70,57,127,"La ","   x",-77896.0,26.0,8333.54,0.2,"B+",4920.0,28.0,126.916375,28.0,"5.1 m","(11/2-)",-5.916,3.898,4.92,0.7230839999999998
" ",69,58,127,"Ce ","   x",-71980.0,60.0,8280.8,0.5,"B+",5920.0,60.0,126.92273,60.0,"31 s","(5/2+)",-7.55,4.894,5.916,1.2500839999999998
" ",68,59,127,"Pr ","   x",-64430.0,200.0,8215.0,2.0,"B+",7540.0,200.0,126.93083,210.0,"4.2 s","",-9.01,6.528,7.55,1.8550839999999997
" ",67,60,127,"Nd ","   x",-55420.0,400.0,8138.0,3.0,"B+",9010.0,450.0,126.9405,430.0,"1.8 s","",-10.36,7.988,9.01,2.3350839999999997
" ",66,61,127,"Pm ","   x",-45060.0,600.0,8050.0,5.0,"B+",10370.0,720.0,126.95163,640.0,"None","None",0.0,9.338,10.36,2.8550839999999997
"0",81,47,128,"Ag ","   x",-54800.0,300.0,8212.0,2.0,"B-",12490.0,420.0,127.94117,320.0,"58 ms","",12.49,0.0,0.0,0.0
" ",80,48,128,"Cd ","   +",-67290.0,290.0,8303.6,2.3,"B-",7070.0,290.0,127.92776,320.0,"0.34 s","0+",7.07,-13.512,-12.49,-10.914916000000002
" ",79,49,128,"In ","   +",-74360.0,50.0,8352.8,0.4,"B-",8980.0,40.0,127.92017,50.0,"0.84 s","(3)+",8.975,-8.092,-7.07,-10.314916
" ",78,50,128,"Sn ","   +",-83335.0,27.0,8416.76,0.21,"B-",1274.0,15.0,127.910537,29.0,"6.5 s","(7-)",1.274,-9.997,-8.975,-9.049916000000001
" ",77,51,128,"Sb ","  IT",-84609.0,25.0,8420.61,0.2,"B-",4384.0,25.0,127.909169,27.0,"10.4 m","5+",4.383100000000006,-2.296,-1.274,-6.153916000000001
" ",76,52,128,"Te ","    ",-88992.1,1.7,8448.74,0.014,"B-",-1254.0,4.0,127.9044631,1.9,"7.7e+24 y","0+",-1.2541000000000058,-5.405100000000006,-4.383100000000006,-3.1802160000000033
" ",75,53,128,"I  ","    ",-87738.0,4.0,8432.829,0.028,"B-",2122.0,4.0,127.905809,4.0,"24.99 m","1+",2.122,0.23210000000000583,1.2541000000000058,-2.542615999999997
" ",74,54,128,"Xe ","    ",-89860.0,1.4,8443.296,0.011,"  ","*","*",127.9035313,1.5,"stable","0+",-3.929,-3.144,-2.122,-1.7604160000000002
" ",73,55,128,"Cs ","    ",-85931.0,5.0,8406.49,0.04,"B+",3929.0,5.0,127.907749,6.0,"3.62 m","1+",-0.529,2.907,3.929,-0.9909160000000001
" ",72,56,128,"Ba ","    ",-85402.0,10.0,8396.24,0.08,"B+",530.0,11.0,127.908318,11.0,"2.43 d","0+",-6.772,-0.493,0.529,-0.16681599999999436
" ",71,57,128,"La ","   x",-78630.0,50.0,8337.2,0.4,"B+",6770.0,60.0,127.91559,60.0,"5.23 m","(5+)",-3.096,5.75,6.772,0.6760839999999998
" ",70,58,128,"Ce ","   x",-75534.0,28.0,8306.93,0.22,"B+",3100.0,60.0,127.91891,30.0,"3.93 m","0+",-9.203,2.074,3.096,1.1310839999999998
" ",69,59,128,"Pr ","   x",-66331.0,30.0,8228.91,0.23,"B+",9200.0,40.0,127.92879,30.0,"2.85 s","(4-)",-6.151,8.181,9.203,1.5040839999999998
" ",68,60,128,"Nd ","   x",-60180.0,200.0,8175.0,2.0,"B+",6150.0,200.0,127.93539,210.0,"5 s","0+",-12.13,5.129,6.151,2.215084
" ",67,61,128,"Pm ","   x",-48050.0,400.0,8074.0,3.0,"B+",12140.0,450.0,127.94842,430.0,"1.0 s","",-9.0,11.108,12.13,2.655084
" ",66,62,128,"Sm ","   x",-39050.0,500.0,7997.0,4.0,"B+",9000.0,640.0,127.95808,540.0,"None","None",0.0,7.978,9.0,3.0250839999999997
"0",82,47,129,"Ag ","   x",-52450.0,400.0,8193.0,3.0,"B-",10750.0,500.0,128.94369,430.0,"46 ms","(9/2+)",10.75,0.0,0.0,0.0
" ",81,48,129,"Cd ","   x",-63200.0,300.0,8270.0,2.0,"B-",9740.0,300.0,128.93215,320.0,"0.27 s","(3/2+)",9.74,-11.772,-10.75,0.0
" ",80,49,129,"In ","   +",-72940.0,40.0,8339.6,0.3,"B-",7660.0,30.0,128.9217,50.0,"0.610 s","9/2+",7.654,-10.762,-9.74,-10.564916
" ",79,50,129,"Sn ","   x",-80594.0,29.0,8392.84,0.22,"B-",4030.0,40.0,128.91348,30.0,"2.23 m","(3/2+)",4.034,-8.676,-7.654,-9.658916000000001
" ",78,51,129,"Sb ","   +",-84628.0,21.0,8418.05,0.17,"B-",2375.0,21.0,128.909148,23.0,"17.7 m","(19/2-)",2.375199999999997,-5.056,-4.034,-6.572916
" ",77,52,129,"Te ","    ",-87003.2,1.8,8430.396,0.014,"B-",1500.0,3.0,128.9065982,1.9,"33.6 d","11/2-",1.499800000000003,-3.397199999999997,-2.375199999999997,-3.529615999999997
" ",76,53,129,"I  ","    ",-88503.0,3.0,8435.96,0.025,"B-",194.0,3.0,128.904988,3.0,"1.57e7 y","7/2+",0.1943999999999942,-2.521800000000003,-1.499800000000003,-2.672416
" ",75,54,129,"Xe ","    ",-88697.4,0.7,8431.4,0.006,"  ","*","*",128.9047794,0.8,"8.88 d","11/2-",-1.1973999999999942,-1.2163999999999942,-0.1943999999999942,-2.100115999999997
" ",74,55,129,"Cs ","    ",-87500.0,5.0,8416.06,0.04,"B+",1197.0,5.0,128.906064,5.0,"32.06 h","1/2+",-2.435,0.17539999999999417,1.1973999999999942,-1.088516000000006
" ",73,56,129,"Ba ","    ",-85065.0,11.0,8391.11,0.08,"B+",2436.0,11.0,128.908679,12.0,"2.23 h","1/2+",-3.739,1.413,2.435,-0.29781599999999436
" ",72,57,129,"La ","   x",-81326.0,21.0,8356.06,0.16,"B+",3738.0,24.0,128.912693,22.0,"11.6 m","3/2+",-5.039,2.717,3.739,0.33708399999999983
" ",71,58,129,"Ce ","   x",-76287.0,28.0,8310.94,0.22,"B+",5040.0,30.0,128.9181,30.0,"3.5 m","5/2+",-6.513,4.017,5.039,0.9560839999999998
" ",70,59,129,"Pr ","   x",-69774.0,30.0,8254.38,0.23,"B+",6510.0,40.0,128.9251,30.0,"30 s","(11/2-)",-7.534,5.491,6.513,1.5600839999999998
" ",69,60,129,"Nd ","  ep",-62240.0,200.0,8190.0,2.0,"B+",7540.0,200.0,128.93319,220.0,"4.9 s","(5/2+)",-9.29,6.512,7.534,1.9950839999999999
" ",68,61,129,"Pm ","   x",-52950.0,400.0,8112.0,3.0,"B+",9290.0,450.0,128.94316,430.0,"None","None",-10.7,8.268,9.29,2.535084
" ",67,62,129,"Sm ","   x",-42250.0,500.0,8023.0,4.0,"B+",10690.0,640.0,128.95464,540.0,"None","None",0.0,9.678,10.7,2.945084
"0",83,47,130,"Ag "," -nn",-46160.0,330.0,8144.0,3.0,"B-",15410.0,440.0,129.95045,360.0,"50 ms","",15.41,0.0,0.0,0.0
" ",82,48,130,"Cd ","   +",-61570.0,280.0,8256.1,2.2,"B-",8320.0,280.0,129.9339,300.0,"0.20 s","0+",8.32,-16.432,-15.41,0.0
" ",81,49,130,"In ","   +",-69890.0,40.0,8314.0,0.3,"B-",10250.0,40.0,129.92497,40.0,"0.29 s","1(-)",10.249,-9.342,-8.32,-11.304916
" ",80,50,130,"Sn ","    ",-80139.0,11.0,8386.87,0.08,"B-",2153.0,14.0,129.913967,11.0,"3.72 m","0+",2.153,-11.271,-10.249,-10.233916
" ",79,51,130,"Sb ","    ",-82292.0,17.0,8397.41,0.13,"B-",5060.0,17.0,129.911656,18.0,"39.5 m","(8-)",5.059399999999994,-3.175,-2.153,-6.906916
" ",78,52,130,"Te ","    ",-87351.4,1.9,8430.312,0.015,"B-",-419.0,3.0,129.9062244,2.1,"0.79e+21 y","0+",-0.41939999999999417,-6.081399999999994,-5.059399999999994,-3.756315999999994
" ",77,53,130,"I  ","    ",-86932.0,3.0,8421.071,0.024,"B-",2949.0,3.0,129.906674,3.0,"8.84 m","2+",2.949699999999997,-0.6026000000000058,0.41939999999999417,-2.956916
" ",76,54,130,"Xe ","    ",-89881.7,0.7,8437.74,0.006,"B-",-2981.0,8.0,129.903508,0.8,"stable","0+",-2.981699999999997,-3.971699999999997,-2.949699999999997,-2.2420159999999916
" ",75,55,130,"Cs ","    ",-86900.0,8.0,8408.79,0.06,"B-",361.0,9.0,129.906709,9.0,"29.21 m","1+",0.3616000000000058,1.959699999999997,2.981699999999997,-1.4139160000000002
" ",74,56,130,"Ba ","    ",-87261.6,2.8,8405.549,0.021,"  ","*","*",129.9063208,3.0,"9.4 ms","8-",-5.633600000000006,-1.3836000000000057,-0.3616000000000058,-0.517516000000006
" ",73,57,130,"La ","   x",-81628.0,26.0,8356.2,0.2,"B+",5634.0,26.0,129.912369,28.0,"8.7 m","3(+)",-2.205,4.6116000000000055,5.633600000000006,0.29208399999999984
" ",72,58,130,"Ce ","   x",-79423.0,28.0,8333.22,0.21,"B+",2210.0,40.0,129.91474,30.0,"22.9 m","0+",-8.243,1.183,2.205,0.8220839999999998
" ",71,59,130,"Pr ","   x",-71180.0,60.0,8263.8,0.5,"B+",8250.0,70.0,129.92359,70.0,"40.0 s","high j",-4.584,7.221,8.243,1.3650839999999997
" ",70,60,130,"Nd ","   x",-66596.0,28.0,8222.51,0.21,"B+",4580.0,70.0,129.92851,30.0,"13 s","0+",-11.126,3.562,4.584,1.8000839999999998
" ",69,61,130,"Pm ","   x",-55470.0,300.0,8131.0,2.0,"B+",11130.0,300.0,129.94045,320.0,"2.6 s","(4,5,6)",-7.89,10.104,11.126,2.365084
" ",68,62,130,"Sm ","   x",-47580.0,400.0,8064.0,3.0,"B+",7890.0,500.0,129.94892,430.0,"None","None",-13.64,6.868,7.89,2.885084
" ",67,63,130,"Eu ","  -p",-33940.0,500.0,7953.0,4.0,"B+",13650.0,640.0,129.96357,540.0,"None","None",0.0,12.618,13.64,3.205084
"0",83,48,131,"Cd ","   x",-55270.0,300.0,8207.0,2.0,"B-",12870.0,300.0,130.94067,320.0,"68 ms","",12.867,0.0,0.0,0.0
" ",82,49,131,"In ","   +",-68137.0,28.0,8298.81,0.21,"B-",9177.0,18.0,130.92685,30.0,"0.28 s","(9/2+)",9.177,-13.889,-12.867,-11.661916000000002
" ",81,50,131,"Sn ","    ",-77314.0,21.0,8362.9,0.16,"B-",4674.0,11.0,130.917,23.0,"56.0 s","(3/2+)",4.674,-10.199,-9.177,-11.218916000000002
" ",80,51,131,"Sb ","    ",-81988.0,21.0,8392.6,0.16,"B-",3221.0,21.0,130.911982,22.0,"23.03 m","(7/2+)",3.2215,-5.696,-4.674,-7.422916
" ",79,52,131,"Te ","    ",-85209.5,1.9,8411.221,0.015,"B-",2234.9,2.2,130.9085239,2.1,"30 h","11/2-",2.2348999999999943,-4.2435,-3.2215,-4.135416
" ",78,53,131,"I  ","   +",-87444.4,1.1,8422.309,0.009,"B-",970.8,0.6,130.9061246,1.2,"8.02070 d","7/2+",0.9708000000000029,-3.256899999999994,-2.2348999999999943,-3.1693159999999945
" ",77,54,131,"Xe ","    ",-88415.2,1.0,8423.748,0.007,"  ","*","*",130.9050824,1.0,"11.84 d","11/2-",-0.3551999999999971,-1.992800000000003,-0.9708000000000029,-2.5590159999999913
" ",76,55,131,"Cs ","    ",-88060.0,5.0,8415.06,0.04,"B+",355.0,5.0,130.905464,5.0,"9.689 d","5/2+",-1.376199999999997,-0.666800000000003,0.3551999999999971,-1.5019160000000003
" ",75,56,131,"Ba ","    ",-86683.8,2.8,8398.587,0.021,"B+",1376.0,5.0,130.906941,3.0,"11.50 d","1/2+",-2.9148000000000027,0.3541999999999971,1.376199999999997,-0.7877160000000031
" ",74,57,131,"La ","   x",-83769.0,28.0,8370.37,0.21,"B+",2915.0,28.0,130.91007,30.0,"59 m","3/2+",-4.049,1.892800000000003,2.9148000000000027,0.04608399999999983
" ",73,58,131,"Ce ","   x",-79720.0,30.0,8333.45,0.26,"B+",4050.0,40.0,130.91442,40.0,"10.2 m","(7/2+)",-5.44,3.027,4.049,0.6710839999999998
" ",72,59,131,"Pr ","   x",-74280.0,50.0,8286.0,0.4,"B+",5440.0,60.0,130.92026,60.0,"1.53 m","(3/2+)",-6.511,4.418,5.44,1.1910839999999998
" ",71,60,131,"Nd ","   x",-67769.0,28.0,8230.31,0.21,"B+",6510.0,60.0,130.92725,30.0,"27 s","(5/2)",-8.029,5.489,6.511,1.7860839999999998
" ",70,61,131,"Pm ","   x",-59740.0,200.0,8163.0,1.0,"B+",8030.0,200.0,130.93587,210.0,"None","None",-9.54,7.007,8.029,2.265084
" ",69,62,131,"Sm ","   x",-50200.0,300.0,8084.0,2.0,"B+",9540.0,360.0,130.94611,320.0,"1.2 s","",-10.85,8.518,9.54,2.7950839999999997
" ",68,63,131,"Eu ","  -p",-39350.0,400.0,7995.0,3.0,"B+",10850.0,500.0,130.95775,430.0,"17.8 ms","(3/2+)",0.0,9.828,10.85,3.285084
"0",84,48,132,"Cd ","   x",-50720.0,500.0,8171.0,4.0,"B-",11700.0,510.0,131.94555,540.0,"97 ms","0+",11.7,0.0,0.0,0.0
" ",83,49,132,"In ","   +",-62420.0,60.0,8253.8,0.5,"B-",14140.0,60.0,131.93299,70.0,"0.201 s","(7-)",14.134,-12.722,-11.7,-10.044916
" ",82,50,132,"Sn ","    ",-76554.0,14.0,8354.93,0.1,"B-",3119.0,9.0,131.917816,15.0,"2.03 us","(8+)",3.12,-15.156,-14.134,-11.688916
" ",81,51,132,"Sb ","    ",-79674.0,14.0,8372.63,0.11,"B-",5509.0,14.0,131.914467,15.0,"2.79 m","(4+)",5.508,-4.142,-3.12,-7.738916000000001
" ",80,52,132,"Te ","    ",-85182.0,7.0,8408.44,0.05,"B-",518.0,4.0,131.908553,7.0,"3.70 us","(10+)",0.518,-6.53,-5.508,-4.271916
" ",79,53,132,"I  ","    ",-85700.0,6.0,8406.43,0.04,"B-",3581.0,6.0,131.907997,6.0,"1.387 h","(8-)",3.5805,-1.54,-0.518,-3.5159160000000003
" ",78,54,132,"Xe ","    ",-89280.5,1.0,8427.633,0.007,"B-",-2124.6,2.1,131.9041535,1.0,"8.39 ms","(10+)",-2.124600000000006,-4.6025,-3.5805,-2.7133159999999945
" ",77,55,132,"Cs ","    ",-87155.9,1.9,8405.612,0.014,"B-",1278.9,2.2,131.9064343,2.0,"6.480 d","2+",1.2789000000000088,1.1026000000000058,2.124600000000006,-1.8428159999999942
" ",76,56,132,"Ba ","    ",-88434.8,1.1,8409.373,0.008,"  ","*","*",131.9050613,1.1,"3.0e+21 y","0+",-4.6948000000000025,-2.300900000000009,-1.2789000000000088,-0.999716000000003
" ",75,57,132,"La ","   x",-83740.0,40.0,8367.88,0.3,"B+",4690.0,40.0,131.9101,40.0,"4.8 h","2-",-1.266,3.6728000000000027,4.6948000000000025,-0.23391600000000018
" ",74,58,132,"Ce ","    ",-82474.0,21.0,8352.36,0.16,"B+",1270.0,40.0,131.91146,22.0,"3.51 h","0+",-7.264,0.244,1.266,0.5030839999999999
" ",73,59,132,"Pr ","   x",-75210.0,60.0,8291.4,0.4,"B+",7260.0,60.0,131.91926,60.0,"1.6 m","(2)+",-3.784,6.242,7.264,0.9950839999999999
" ",72,60,132,"Nd ","   x",-71426.0,24.0,8256.81,0.18,"B+",3790.0,60.0,131.923321,26.0,"94 s","0+",-9.716,2.762,3.784,1.6830839999999998
" ",71,61,132,"Pm ","   x",-61710.0,200.0,8177.0,1.0,"B+",9710.0,200.0,131.93375,210.0,"6.3 s","(3+)",-6.46,8.694,9.716,2.196084
" ",70,62,132,"Sm ","   x",-55250.0,300.0,8122.0,2.0,"B+",6470.0,360.0,131.94069,320.0,"4.0 s","0+",-12.75,5.438,6.46,2.5050839999999996
" ",69,63,132,"Eu ","   x",-42500.0,400.0,8020.0,3.0,"B+",12740.0,500.0,131.95437,430.0,"None","None",0.0,11.728,12.75,3.1250839999999998
"0",84,49,133,"In ","   x",-57930.0,300.0,8219.0,2.0,"B-",13020.0,300.0,132.93781,320.0,"165 ms","(9/2+)",13.02,0.0,0.0,-7.904916
" ",83,50,133,"Sn ","   +",-70950.0,40.0,8310.68,0.27,"B-",7990.0,25.0,132.92383,40.0,"1.45 s","(7/2-)",7.993,-14.042,-13.02,-10.174916000000001
" ",82,51,133,"Sb ","   +",-78943.0,25.0,8364.87,0.19,"B-",4002.0,7.0,132.915252,27.0,"3 us","",4.002,-9.015,-7.993,-8.427916000000002
" ",81,52,133,"Te ","   +",-82945.0,24.0,8389.08,0.18,"B-",2942.0,24.0,132.910955,26.0,"55.4 m","11/2-",2.942,-5.024,-4.002,-4.7759160000000005
" ",80,53,133,"I  ","   +",-85887.0,5.0,8405.32,0.04,"B-",1757.0,4.0,132.907797,5.0,"9 s","(19/2-)",1.7566000000000057,-3.964,-2.942,-3.683916
" ",79,54,133,"Xe ","   +",-87643.6,2.4,8412.647,0.018,"B-",427.4,2.4,132.9059107,2.6,"2.19 d","11/2-",0.4273579999999929,-2.7786000000000057,-1.7566000000000057,-3.065316000000009
" ",78,55,133,"Cs ","    ",-88070.958,0.022,8409.978,0.0,"  ","*","*",132.905451933,0.024,"stable","7/2+",-0.5174579999999988,-1.4493579999999928,-0.4273579999999929,-1.992873999999999
" ",77,56,133,"Ba ","    ",-87553.5,1.0,8400.205,0.007,"B+",517.5,1.0,132.9060075,1.1,"10.52 y","1/2+",-2.0595,-0.5045420000000013,0.5174579999999988,-1.281016000000006
" ",76,57,133,"La ","   x",-85494.0,28.0,8378.84,0.21,"B+",2059.0,28.0,132.90822,30.0,"3.912 h","5/2+",-3.071,1.0375,2.0595,-0.4189160000000002
" ",75,58,133,"Ce ","   x",-82423.0,16.0,8349.87,0.12,"B+",3070.0,30.0,132.911515,18.0,"97 m","1/2+",-4.485,2.049,3.071,0.21708399999999983
" ",74,59,133,"Pr ","   x",-77938.0,12.0,8310.26,0.09,"B+",4486.0,21.0,132.916331,13.0,"6.5 m","(3/2+)",-5.608,3.463,4.485,0.9630839999999998
" ",73,60,133,"Nd ","   x",-72330.0,50.0,8262.2,0.4,"B+",5610.0,50.0,132.92235,50.0,"70 s","(7/2+)",-6.92,4.586,5.608,1.5320839999999998
" ",72,61,133,"Pm ","   x",-65410.0,50.0,8204.3,0.4,"B+",6920.0,70.0,132.92978,50.0,"15 s","(11/2-)",-8.28,5.898,6.92,1.9390839999999998
" ",71,62,133,"Sm ","   x",-57130.0,200.0,8136.0,1.0,"B+",8280.0,200.0,132.93867,210.0,"3.7 s","(5/2+)",-9.85,7.258,8.28,2.685084
" ",70,63,133,"Eu ","   x",-47280.0,300.0,8056.0,2.0,"B+",9850.0,360.0,132.94924,320.0,"None","None",0.0,8.828,9.85,3.245084
"0",85,49,134,"In ","   x",-52020.0,400.0,8173.0,3.0,"B-",14770.0,410.0,133.94415,430.0,"140 ms","",14.78,0.0,0.0,-8.284916
" ",84,50,134,"Sn ","   +",-66800.0,100.0,8277.9,0.7,"B-",7370.0,90.0,133.92829,110.0,"1.050 s","0+",7.37,-15.802,-14.78,-7.654916
" ",83,51,134,"Sb ","   +",-74170.0,40.0,8327.0,0.3,"B-",8390.0,40.0,133.92038,50.0,"0.78 s","(0-)",8.389,-8.392,-7.37,-6.704916
" ",82,52,134,"Te ","   +",-82559.0,11.0,8383.84,0.08,"B-",1513.0,7.0,133.911369,11.0,"164.1 ns","6+",1.513,-9.411,-8.389,-4.8449160000000004
" ",81,53,134,"I  ","   +",-84072.0,8.0,8389.29,0.06,"B-",4052.0,8.0,133.909744,9.0,"3.52 m","(8)-",4.0525,-2.535,-1.513,-4.204916
" ",80,54,134,"Xe ","   x",-88124.5,0.8,8413.689,0.006,"B-",-1233.3,0.8,133.9053945,0.9,"290 ms","7-",-1.2333190000000032,-5.0745,-4.0525,-3.198016000000006
" ",79,55,134,"Cs ","    ",-86891.181,0.026,8398.646,0.0,"B-",2058.7,0.4,133.906718475,0.028,"2.0652 y","4+",2.0587189999999973,0.21131900000000314,1.2333190000000032,-2.384096999999997
" ",78,56,134,"Ba ","    ",-88949.9,0.4,8408.171,0.003,"  ","*","*",133.9045084,0.4,"2.63 us","(10+)",-3.7308999999999943,-3.0807189999999975,-2.0587189999999973,-1.4931159999999972
" ",77,57,134,"La ","   x",-85219.0,20.0,8374.49,0.15,"B+",3731.0,20.0,133.908514,21.0,"6.45 m","1+",-0.383,2.708899999999994,3.7308999999999943,-0.7439160000000001
" ",76,58,134,"Ce ","   x",-84836.0,20.0,8365.79,0.15,"B+",383.0,29.0,133.908925,22.0,"3.16 d","0+",-6.326,-0.639,0.383,0.0006840000000056534
" ",75,59,134,"Pr ","   x",-78510.0,40.0,8312.78,0.26,"B+",6320.0,40.0,133.91571,40.0,"17 m","2-",-2.864,5.304,6.326,0.6930839999999998
" ",74,60,134,"Nd ","   x",-75646.0,12.0,8285.54,0.09,"B+",2870.0,40.0,133.91879,13.0,"8.5 m","0+",-8.906,1.842,2.864,1.3520839999999998
" ",73,61,134,"Pm ","   x",-66740.0,60.0,8213.2,0.4,"B+",8910.0,60.0,133.92835,60.0,"5 s","(2+)",-5.23,7.884,8.906,2.015084
" ",72,62,134,"Sm ","   x",-61510.0,200.0,8168.0,1.0,"B+",5230.0,200.0,133.93397,210.0,"9.5 s","0+",-11.68,4.208,5.23,2.661084
" ",71,63,134,"Eu ","   x",-49830.0,200.0,8075.0,1.0,"B+",11680.0,280.0,133.94651,210.0,"0.5 s","",-8.26,10.658,11.68,3.215084
" ",70,64,134,"Gd ","   x",-41570.0,400.0,8008.0,3.0,"B+",8250.0,450.0,133.95537,430.0,"None","None",0.0,7.238,8.26,3.5850839999999997
"0",86,49,135,"In ","   x",-47200.0,500.0,8137.0,4.0,"B-",13600.0,640.0,134.94933,540.0,"92 ms","",13.6,0.0,0.0,0.0
" ",85,50,135,"Sn ","   x",-60800.0,400.0,8232.0,3.0,"B-",8910.0,410.0,134.93473,430.0,"530 ms","(7/2-)",8.91,-14.622,-13.6,-7.954916
" ",84,51,135,"Sb ","   +",-69710.0,100.0,8292.1,0.8,"B-",8120.0,50.0,134.92517,110.0,"1.68 s","(7/2+)",8.12,-9.932,-8.91,-3.997916
" ",83,52,135,"Te ","   +",-77830.0,90.0,8346.5,0.7,"B-",5960.0,90.0,134.91645,100.0,"0.51 us","(19/2-)",5.96,-9.142,-8.12,-2.940916
" ",82,53,135,"I  ","    ",-83790.0,7.0,8384.84,0.05,"B-",2627.0,6.0,134.910048,8.0,"6.57 h","7/2+",2.627,-6.982,-5.96,-4.226916
" ",81,54,135,"Xe ","    ",-86417.0,5.0,8398.5,0.03,"B-",1165.0,4.0,134.907227,5.0,"15.29 m","11/2-",1.1648999999999943,-3.649,-2.627,-3.632416
" ",80,55,135,"Cs ","    ",-87581.9,1.0,8401.338,0.007,"B-",268.7,1.1,134.905977,1.1,"53 m","19/2-",0.26860000000000583,-2.1868999999999943,-1.1648999999999943,-2.5624160000000002
" ",79,56,135,"Ba ","    ",-87850.5,0.4,8397.533,0.003,"  ","*","*",134.9056886,0.4,"28.7 h","11/2-",-1.1995,-1.2906000000000057,-0.26860000000000583,-1.860216000000003
" ",78,57,135,"La ","   -",-86651.0,10.0,8382.85,0.07,"B+",1200.0,10.0,134.906977,11.0,"19.5 h","5/2+",-2.026,0.1775,1.1995,-1.0159160000000003
" ",77,58,135,"Ce ","   -",-84625.0,11.0,8362.05,0.08,"B+",2026.0,5.0,134.909151,12.0,"17.7 h","1/2(+)",-3.689,1.004,2.026,-0.3661159999999973
" ",76,59,135,"Pr ","   x",-80936.0,12.0,8328.93,0.09,"B+",3689.0,16.0,134.913112,13.0,"24 m","3/2(+)",-4.722,2.667,3.689,0.40808399999999984
" ",75,60,135,"Nd ","   x",-76214.0,19.0,8288.15,0.14,"B+",4722.0,23.0,134.918181,21.0,"12.4 m","9/2(-)",-6.234,3.7,4.722,1.081084
" ",74,61,135,"Pm ","   x",-69980.0,60.0,8236.2,0.4,"B+",6240.0,60.0,134.92488,60.0,"45 s","(11/2-)",-7.12,5.212,6.234,1.8750839999999998
" ",73,62,135,"Sm ","   x",-62860.0,150.0,8177.6,1.1,"B+",7120.0,170.0,134.93252,170.0,"10.3 s","(3/2,5/2+)",-8.67,6.098,7.12,2.4840839999999997
" ",72,63,135,"Eu ","   x",-54190.0,300.0,8108.0,2.0,"B+",8660.0,340.0,134.94182,320.0,"1.5 s","",-10.01,7.648,8.67,3.1250839999999998
" ",71,64,135,"Gd ","   x",-44180.0,500.0,8028.0,4.0,"B+",10010.0,590.0,134.95257,540.0,"1.1 s","",0.0,8.988,10.01,3.595084
"0",86,50,136,"Sn ","   x",-56500.0,500.0,8199.0,4.0,"B-",8370.0,590.0,135.93934,540.0,"250 ms","0+",8.38,0.0,0.0,-8.204916
" ",85,51,136,"Sb ","   x",-64880.0,300.0,8255.0,2.0,"B-",9550.0,300.0,135.93035,320.0,"0.82 s","",9.55,-9.402,-8.38,-4.8849160000000005
" ",84,52,136,"Te ","    ",-74430.0,50.0,8319.4,0.3,"B-",5070.0,60.0,135.9201,50.0,"17.5 s","0+",5.07,-10.572,-9.55,-0.3009160000000002
